,movieId,title,userId,rating
17313572,8368,Harry Potter and the Prisoner of Azkaban (2004),120359,3.5
4469084,730,Low Life (1994),117152,5.0
5003763,903,Vertigo (1958),22141,4.5
8817378,1783,Palmetto (1998),36391,3.0
17930784,33072,F for Fake (Vérités et mensonges) (1973),12767,4.5
10437349,2355,"Bug's Life, A (1998)",33273,3.0
9693214,2081,"Little Mermaid, The (1989)",28982,3.0
18053186,34405,Serenity (2005),119734,3.0
9029663,1917,Armageddon (1998),37508,4.5
12535838,3104,Midnight Run (1988),15478,3.0
4168220,597,Pretty Woman (1990),108824,5.0
1990420,296,Pulp Fiction (1994),104943,5.0
8552707,1682,"Truman Show, The (1998)",22738,4.0
2052955,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),45919,3.0
9686589,2080,Lady and the Tramp (1955),88296,3.0
3468397,521,Romeo Is Bleeding (1993),66160,3.0
13294993,3512,Return to Me (2000),92110,4.0
16875928,7090,Hero (Ying xiong) (2002),111921,5.0
15686522,5418,"Bourne Identity, The (2002)",91392,2.0
19599744,81736,Hamlet (Gamlet) (1964),114406,3.0
6193835,1197,"Princess Bride, The (1987)",74143,3.0
3116853,457,"Fugitive, The (1993)",112519,3.0
11571035,2724,Runaway Bride (1999),116702,3.5
10849891,2490,Payback (1999),15276,3.0
5249590,933,To Catch a Thief (1955),85931,4.0
18951196,58103,Vantage Point (2008),94110,3.5
9721326,2086,One Magic Christmas (1985),53524,5.0
1456360,222,Circle of Friends (1995),16480,3.0
18991534,58889,"Business of Being Born, The (2008)",10961,4.0
14040833,3977,Charlie's Angels (2000),54575,3.5
8450914,1649,"Fast, Cheap & Out of Control (1997)",11166,5.0
14208192,4018,What Women Want (2000),112237,3.0
3761400,585,"Brady Bunch Movie, The (1995)",10379,3.0
16687385,6867,"Station Agent, The (2003)",86667,2.5
13825935,3825,Coyote Ugly (2000),68892,4.0
6609447,1222,Full Metal Jacket (1987),28894,3.0
12269015,2995,House on Haunted Hill (1999),23732,3.0
12073713,2939,Niagara (1953),29261,3.0
19085174,60766,Man on Wire (2008),6102,5.0
9554891,2028,Saving Private Ryan (1998),79581,5.0
17573736,8950,"Machinist, The (Maquinista, El) (2004)",133201,3.0
6813356,1246,Dead Poets Society (1989),6823,5.0
6772060,1240,"Terminator, The (1984)",108873,3.0
18735063,53988,Evening (2007),61394,2.5
12446602,3071,Stand and Deliver (1988),31214,4.0
15989116,5816,Harry Potter and the Chamber of Secrets (2002),122741,3.0
9391552,2004,Gremlins 2: The New Batch (1990),14908,4.0
7250202,1290,Some Kind of Wonderful (1987),56035,4.0
9694056,2081,"Little Mermaid, The (1989)",36897,5.0
797512,101,Bottle Rocket (1996),101452,2.0
18250744,43558,Big Momma's House 2 (2006),82633,0.5
9152348,1954,Rocky (1976),1173,3.0
9255284,1968,"Breakfast Club, The (1985)",8852,5.0
5878541,1103,Rebel Without a Cause (1955),38692,3.0
7734357,1391,Mars Attacks! (1996),88773,2.0
11026877,2571,"Matrix, The (1999)",28304,5.0
2789656,380,True Lies (1994),89705,3.0
6181420,1197,"Princess Bride, The (1987)",21164,4.0
2945740,434,Cliffhanger (1993),56787,3.0
17242215,8042,Mean Streets (1973),31404,5.0
4934608,858,"Godfather, The (1972)",119940,5.0
921966,112,Rumble in the Bronx (Hont faan kui) (1995),90509,5.0
1755949,261,Little Women (1994),109435,3.0
19137243,63062,Changeling (2008),5322,4.5
10663799,2410,Rocky III (1982),52297,0.5
3458036,520,Robin Hood: Men in Tights (1993),48495,4.0
11847996,2841,Stir of Echoes (1999),134541,5.0
3625225,541,Blade Runner (1982),58353,3.0
13255426,3498,Midnight Express (1978),110359,5.0
12203307,2976,Bringing Out the Dead (1999),10517,3.0
4388452,678,Some Folks Call It a Sling Blade (1993),52661,4.0
1080302,153,Batman Forever (1995),69988,1.0
12184240,2967,"Bad Seed, The (1956)",80975,4.0
19178771,64614,Gran Torino (2008),96434,4.5
12445913,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",132466,3.0
2307583,341,Double Happiness (1994),44997,3.0
17574232,8951,Vera Drake (2004),52640,5.0
5142878,919,"Wizard of Oz, The (1939)",39970,4.0
6915731,1257,Better Off Dead... (1985),48655,4.0
7554776,1367,101 Dalmatians (1996),51173,3.0
15086172,4874,K-PAX (2001),97442,3.0
9523836,2023,"Godfather: Part III, The (1990)",80320,3.5
4640448,778,Trainspotting (1996),112935,4.0
11823340,2826,"13th Warrior, The (1999)",2644,3.0
12653017,3157,Stuart Little (1999),36204,2.5
18224805,41997,Munich (2005),29656,1.5
14408682,4161,"Mexican, The (2001)",5224,2.0
12964758,3317,Wonder Boys (2000),133389,4.0
2802404,380,True Lies (1994),130736,2.0
14937728,4701,Rush Hour 2 (2001),11748,3.0
3298732,491,"Man Without a Face, The (1993)",66859,5.0
7047323,1267,"Manchurian Candidate, The (1962)",24065,4.0
15933597,5693,Saturday Night Fever (1977),16303,3.5
2820496,384,Bad Company (1995),60762,3.0
11972689,2898,"Dark Half, The (1993)",33328,3.0
2957679,434,Cliffhanger (1993),122609,2.5
5500393,1036,Die Hard (1988),311,5.0
19310866,69406,"Proposal, The (2009)",87746,3.0
6721544,1234,"Sting, The (1973)",65129,5.0
5649172,1078,Bananas (1971),50389,2.0
6317996,1203,12 Angry Men (1957),92269,3.5
12678864,3168,Easy Rider (1969),72159,5.0
7643834,1377,Batman Returns (1992),1653,3.0
7351091,1304,Butch Cassidy and the Sundance Kid (1969),7133,3.0
6743067,1238,Local Hero (1983),22199,3.0
13169985,3452,Romeo Must Die (2000),39181,3.0
9740496,2093,Return to Oz (1985),12976,2.0
5262459,940,"Adventures of Robin Hood, The (1938)",102270,4.0
8350489,1617,L.A. Confidential (1997),108975,2.0
12965994,3324,Drowning Mona (2000),7998,4.0
2708167,376,"River Wild, The (1994)",87644,3.0
14026434,3969,Pay It Forward (2000),70811,3.5
1519799,230,Dolores Claiborne (1995),106909,3.0
13840138,3827,Space Cowboys (2000),133608,4.5
315967,24,Powder (1995),106345,3.0
15151434,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),14013,5.0
12874875,3263,White Men Can't Jump (1992),45928,2.5
11847700,2841,Stir of Echoes (1999),124311,4.0
14473705,4226,Memento (2000),101680,4.5
14380674,4128,"Lost Boys, The (1987)",50570,2.5
5255703,935,"Band Wagon, The (1953)",96925,5.0
240286,17,Sense and Sensibility (1995),131564,5.0
19059271,60069,WALL·E (2008),131904,3.5
9028068,1917,Armageddon (1998),26779,3.0
17000792,7254,The Butterfly Effect (2004),9289,4.5
5865657,1101,Top Gun (1986),63080,3.0
15274245,4979,"Royal Tenenbaums, The (2001)",63552,4.0
16938412,7153,"Lord of the Rings: The Return of the King, The (2003)",45635,5.0
2509721,356,Forrest Gump (1994),108569,4.0
5843067,1097,E.T. the Extra-Terrestrial (1982),114752,3.0
13815039,3814,Love and Death (1975),24242,4.0
8388228,1633,Ulee's Gold (1997),26830,4.0
15739751,5452,Look Who's Talking Now (1993),61493,2.5
11279299,2664,Invasion of the Body Snatchers (1956),107488,3.0
6705157,1233,"Boot, Das (Boat, The) (1981)",43379,4.0
4301493,648,Mission: Impossible (1996),33798,4.0
17296357,8361,"Day After Tomorrow, The (2004)",90878,2.5
833517,107,Muppet Treasure Island (1996),89356,3.0
19164685,63992,Twilight (2008),45096,2.0
12808475,3252,Scent of a Woman (1992),8966,4.0
19257449,68157,Inglourious Basterds (2009),112685,4.5
4534249,736,Twister (1996),134572,2.5
17572748,8950,"Machinist, The (Maquinista, El) (2004)",107331,4.0
12188926,2968,Time Bandits (1981),70345,0.5
12230714,2987,Who Framed Roger Rabbit? (1988),13135,1.0
11690738,2764,"Thomas Crown Affair, The (1968)",112771,3.0
1032078,150,Apollo 13 (1995),84823,1.5
9179716,1957,Chariots of Fire (1981),70853,5.0
6455339,1212,"Third Man, The (1949)",67743,4.0
4982837,899,Singin' in the Rain (1952),76004,4.5
12319221,3006,"Insider, The (1999)",22323,4.0
15002421,4775,Glitter (2001),45889,1.5
5379228,1010,"Love Bug, The (1969)",134977,2.0
2997269,440,Dave (1993),133703,3.0
16784880,6953,21 Grams (2003),35968,4.5
16139916,5991,Chicago (2002),20664,3.5
10900656,2505,8MM (1999),107623,1.0
15260982,4975,Vanilla Sky (2001),53753,4.0
5505839,1036,Die Hard (1988),24343,4.0
7574342,1370,Die Hard 2 (1990),124795,3.5
7566953,1370,Die Hard 2 (1990),58063,3.0
16973590,7162,Cold Mountain (2003),27894,2.5
12476511,3082,"World Is Not Enough, The (1999)",10303,3.5
7650610,1377,Batman Returns (1992),73995,2.5
12606877,3142,U2: Rattle and Hum (1988),125873,5.0
11958478,2890,Three Kings (1999),8828,4.0
18191312,40819,Walk the Line (2005),41786,3.5
4271075,631,All Dogs Go to Heaven 2 (1996),129616,5.0
4041403,593,"Silence of the Lambs, The (1991)",63323,4.0
12766139,3210,Fast Times at Ridgemont High (1982),42177,4.0
12368853,3033,Spaceballs (1987),118812,2.0
924410,112,Rumble in the Bronx (Hont faan kui) (1995),118784,3.0
13047784,3394,Blind Date (1987),58957,3.0
140258,9,Sudden Death (1995),86839,4.0
9733264,2089,"Rescuers Down Under, The (1990)",70178,3.0
10535940,2389,Psycho (1998),37075,3.0
13684471,3751,Chicken Run (2000),27379,3.0
17286464,8360,Shrek 2 (2004),81280,4.0
5615940,1073,Willy Wonka & the Chocolate Factory (1971),18380,5.0
14554989,4280,"World According to Garp, The (1982)",35526,4.0
19966716,111362,X-Men: Days of Future Past (2014),116960,3.5
18775167,54372,Tell No One (Ne le dis à personne) (2006),348,4.0
7021315,1265,Groundhog Day (1993),93662,4.5
10144617,2268,"Few Good Men, A (1992)",9817,4.0
611510,50,"Usual Suspects, The (1995)",84920,5.0
13834366,3826,Hollow Man (2000),121344,2.0
14425235,4200,Double Impact (1991),92414,2.0
5877897,1103,Rebel Without a Cause (1955),23549,3.0
11637850,2762,"Sixth Sense, The (1999)",903,4.0
14741568,4419,All That Heaven Allows (1955),51420,4.5
19849479,97913,Wreck-It Ralph (2012),50835,4.0
18592618,50514,After the Wedding (Efter brylluppet) (2006),101611,3.5
19549616,79357,Mr. Nobody (2009),97398,4.0
938544,124,"Star Maker, The (Uomo delle stelle, L') (1995)",125799,4.0
6889998,1252,Chinatown (1974),94742,1.5
7332259,1301,Forbidden Planet (1956),62888,5.0
18428084,47044,Miami Vice (2006),128095,4.5
16544541,6617,Open Range (2003),67419,3.5
13155098,3448,"Good Morning, Vietnam (1987)",73611,4.0
14546954,4270,"Mummy Returns, The (2001)",81448,3.0
11556661,2723,Mystery Men (1999),12598,4.5
1724655,260,Star Wars: Episode IV - A New Hope (1977),80157,3.0
9722126,2087,Peter Pan (1953),13285,3.0
6669723,1228,Raging Bull (1980),50154,3.5
6700574,1232,Stalker (1979),114754,4.0
6604822,1222,Full Metal Jacket (1987),248,2.0
10421559,2353,Enemy of the State (1998),43455,4.0
10604739,2398,Miracle on 34th Street (1947),98032,2.0
12608337,3145,Cradle Will Rock (1999),113137,2.0
3161596,471,"Hudsucker Proxy, The (1994)",45060,5.0
2544838,357,Four Weddings and a Funeral (1994),103701,3.5
3015168,442,Demolition Man (1993),69710,3.0
17252063,8132,Gladiator (1992),136957,4.5
19088374,60941,"Midnight Meat Train, The (2008)",96627,5.0
611258,50,"Usual Suspects, The (1995)",84202,4.0
18314058,44731,Stay Alive (2006),77965,1.0
5899400,1120,"People vs. Larry Flynt, The (1996)",73512,4.0
628360,50,"Usual Suspects, The (1995)",134977,3.0
950315,135,Down Periscope (1996),90339,3.0
16721673,6874,Kill Bill: Vol. 1 (2003),132749,5.0
5055013,908,North by Northwest (1959),131153,4.0
6872112,1250,"Bridge on the River Kwai, The (1957)",90813,4.0
435689,34,Babe (1995),105192,3.5
5042036,908,North by Northwest (1959),15865,5.0
16252466,6220,Willard (2003),10916,3.5
3144022,466,Hot Shots! Part Deux (1993),96892,3.0
9499154,2020,Dangerous Liaisons (1988),11706,4.0
17785687,27871,Something the Lord Made (2004),18611,4.0
10431475,2354,"Rugrats Movie, The (1998)",28286,1.0
19028017,59590,Young at Heart (a.k.a. Young@Heart) (2007),11615,3.0
5777479,1092,Basic Instinct (1992),27210,4.0
6992917,1263,"Deer Hunter, The (1978)",86790,1.5
11866964,2858,American Beauty (1999),21637,4.0
9022482,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),70883,2.5
7122525,1272,Patton (1970),126544,4.0
5103768,913,"Maltese Falcon, The (1941)",38610,5.0
13202279,3471,Close Encounters of the Third Kind (1977),106426,3.5
5926155,1127,"Abyss, The (1989)",72837,3.0
8651372,1713,Mouse Hunt (1997),38899,4.0
1681960,256,Junior (1994),85445,3.0
10204384,2289,"Player, The (1992)",55726,5.0
16252554,6220,Willard (2003),31721,3.0
7760449,1393,Jerry Maguire (1996),113065,4.0
14278309,4033,Thirteen Days (2000),32709,4.0
14995603,4754,"Wicker Man, The (1973)",119411,3.5
8661000,1719,"Sweet Hereafter, The (1997)",33744,5.0
19073496,60487,"It's the Great Pumpkin, Charlie Brown (1966)",112361,5.0
916006,112,Rumble in the Bronx (Hont faan kui) (1995),21182,3.0
19734469,89774,Warrior (2011),98652,4.0
3889590,589,Terminator 2: Judgment Day (1991),51561,4.0
7539168,1358,Sling Blade (1996),113927,4.0
6877463,1251,8 1/2 (8½) (1963),45961,5.0
2890890,420,Beverly Hills Cop III (1994),127059,5.0
14434063,4214,Revenge of the Nerds (1984),40316,3.0
8455804,1653,Gattaca (1997),20947,4.0
980164,144,"Brothers McMullen, The (1995)",632,3.5
4584323,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),63310,4.0
4352929,661,James and the Giant Peach (1996),77560,3.0
15414462,5060,M*A*S*H (a.k.a. MASH) (1970),46545,3.0
18353309,45517,Cars (2006),70752,4.5
12651802,3157,Stuart Little (1999),1844,2.5
7640939,1376,Star Trek IV: The Voyage Home (1986),109437,3.0
6187086,1197,"Princess Bride, The (1987)",45237,4.5
18490978,48414,Open Season (2006),138254,3.5
183393,11,"American President, The (1995)",96234,3.0
5143786,919,"Wizard of Oz, The (1939)",45200,5.0
13107797,3421,Animal House (1978),74348,2.0
2657516,368,Maverick (1994),81218,5.0
9493309,2019,Seven Samurai (Shichinin no samurai) (1954),76911,5.0
204283,16,Casino (1995),7899,5.0
2298445,339,While You Were Sleeping (1995),93641,4.0
732254,79,"Juror, The (1996)",115336,3.0
13538565,3671,Blazing Saddles (1974),93316,5.0
10049127,2193,Willow (1988),46211,3.0
8827998,1784,As Good as It Gets (1997),61821,5.0
3130850,464,Hard Target (1993),6314,3.5
17281161,8360,Shrek 2 (2004),30609,2.5
17632343,8983,House of Flying Daggers (Shi mian mai fu) (2004),21163,4.0
7402142,1320,Alien³ (a.k.a. Alien 3) (1992),96900,2.0
9471017,2013,"Poseidon Adventure, The (1972)",78101,4.0
10953945,2535,Earthquake (1974),117557,2.0
14658912,4343,Evolution (2001),115937,3.0
15815891,5528,One Hour Photo (2002),31122,3.5
1056002,151,Rob Roy (1995),58882,3.0
15369961,5013,Gosford Park (2001),12032,3.5
6939110,1258,"Shining, The (1980)",117861,4.0
6313461,1203,12 Angry Men (1957),42973,4.5
18836288,55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",108403,4.5
11598926,2737,Assassination (1987),903,1.0
14731452,4392,Alice (1990),95726,3.0
995281,145,Bad Boys (1995),123243,3.5
4773571,799,"Frighteners, The (1996)",47806,4.0
18032213,34162,Wedding Crashers (2005),82323,4.0
10525686,2383,Police Academy 6: City Under Siege (1989),118882,2.0
850620,110,Braveheart (1995),37752,5.0
3875654,589,Terminator 2: Judgment Day (1991),14454,5.0
10977993,2542,"Lock, Stock & Two Smoking Barrels (1998)",42177,4.0
9597545,2053,"Honey, I Blew Up the Kid (1992)",64378,2.5
6223897,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),47497,3.0
11389044,2699,Arachnophobia (1990),70429,1.0
4995802,902,Breakfast at Tiffany's (1961),54250,3.5
16994780,7229,Money for Nothing (1993),74142,2.0
5654919,1079,"Fish Called Wanda, A (1988)",24347,5.0
15779241,5481,Austin Powers in Goldmember (2002),117016,3.0
17606667,8965,"Polar Express, The (2004)",130767,3.5
11614522,2746,Little Shop of Horrors (1986),103901,4.5
9266729,1968,"Breakfast Club, The (1985)",84163,4.0
1120007,159,Clockers (1995),127548,3.0
14736874,4406,"Man Who Shot Liberty Valance, The (1962)",61200,3.0
18745673,54001,Harry Potter and the Order of the Phoenix (2007),76683,4.5
19595419,81591,Black Swan (2010),44696,4.0
12277155,2997,Being John Malkovich (1999),25411,4.5
9507784,2021,Dune (1984),24119,3.0
18814499,55247,Into the Wild (2007),49295,5.0
17898982,32298,Guess Who (2005),81935,3.0
4900003,858,"Godfather, The (1972)",4358,5.0
6707443,1233,"Boot, Das (Boat, The) (1981)",66941,5.0
18674331,52604,Fracture (2007),60894,4.5
4448108,720,Wallace & Gromit: The Best of Aardman Animation (1996),32831,5.0
6783082,1242,Glory (1989),14479,4.0
5800803,1094,"Crying Game, The (1992)",77038,3.0
15151488,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),14382,3.5
3877303,589,Terminator 2: Judgment Day (1991),18928,3.0
2897562,423,Blown Away (1994),136889,3.0
11114212,2599,Election (1999),2322,4.0
19357727,71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",95972,4.0
18449120,47629,"Queen, The (2006)",128345,2.0
2037697,303,"Quick and the Dead, The (1995)",105161,2.0
1683821,256,Junior (1994),111455,1.0
15184742,4921,Little Women (1933),101044,2.0
1062806,151,Rob Roy (1995),134388,3.0
13966666,3945,Digimon: The Movie (2000),26913,0.5
15384604,5016,"Shipping News, The (2001)",84151,3.5
11159763,2617,"Mummy, The (1999)",31496,4.0
12826744,3253,Wayne's World (1992),120133,5.0
9593657,2052,Hocus Pocus (1993),24815,5.0
7750766,1393,Jerry Maguire (1996),53295,4.0
12114469,2949,Dr. No (1962),91378,4.0
2132770,318,"Shawshank Redemption, The (1994)",7947,5.0
17414498,8638,Before Sunset (2004),59340,4.0
19859314,98447,Mac & Devin Go to High School (2012),17960,3.0
12251416,2989,For Your Eyes Only (1981),11902,4.0
17430036,8644,"I, Robot (2004)",76284,3.5
15943859,5747,Gallipoli (1981),39734,4.0
19835118,96737,Dredd (2012),7201,4.5
2189501,318,"Shawshank Redemption, The (1994)",131758,4.0
8000440,1504,Hollow Reed (1996),45007,4.0
6620276,1222,Full Metal Jacket (1987),97885,4.0
3242008,480,Jurassic Park (1993),84492,2.5
3772791,586,Home Alone (1990),11679,2.5
5907529,1124,On Golden Pond (1981),107769,2.0
3590815,539,Sleepless in Seattle (1993),58892,4.0
11454805,2707,Arlington Road (1999),68796,3.0
18950508,58103,Vantage Point (2008),4855,3.0
3737053,555,True Romance (1993),117279,4.0
2551635,357,Four Weddings and a Funeral (1994),138081,3.0
19173489,64575,Doubt (2008),68557,5.0
352734,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",94259,3.0
13121033,3426,Jungle Fever (1991),24830,4.0
9601331,2054,"Honey, I Shrunk the Kids (1989)",10762,3.0
5691368,1080,Monty Python's Life of Brian (1979),136361,4.0
8948187,1884,Fear and Loathing in Las Vegas (1998),58,3.0
11186860,2628,Star Wars: Episode I - The Phantom Menace (1999),32128,1.0
3595245,539,Sleepless in Seattle (1993),80124,3.0
13715430,3753,"Patriot, The (2000)",103645,3.5
17648387,25750,Sherlock Jr. (1924),76842,4.5
10215881,2291,Edward Scissorhands (1990),37253,3.5
4049945,593,"Silence of the Lambs, The (1991)",81989,5.0
11641215,2762,"Sixth Sense, The (1999)",12641,3.5
18597016,50794,Smokin' Aces (2006),16167,2.5
11688140,2763,"Thomas Crown Affair, The (1999)",134328,3.0
2421439,350,"Client, The (1994)",105580,2.5
7526780,1357,Shine (1996),115463,3.0
1449888,217,"Babysitter, The (1995)",55227,2.0
18311679,44694,Volver (2006),58765,4.0
15942249,5738,Faces of Death 5 (1996),48944,3.0
17113130,7438,Kill Bill: Vol. 2 (2004),8700,5.0
19584198,81156,Jackass 3D (2010),71138,3.0
2070951,315,"Specialist, The (1994)",11517,2.5
908052,111,Taxi Driver (1976),103430,3.0
11170034,2617,"Mummy, The (1999)",116701,4.5
899942,111,Taxi Driver (1976),58117,4.0
13150222,3448,"Good Morning, Vietnam (1987)",14034,4.0
13972882,3948,Meet the Parents (2000),35788,3.0
3067463,455,Free Willy (1993),5347,0.5
6629570,1223,"Grand Day Out with Wallace and Gromit, A (1989)",51248,4.0
15092073,4878,Donnie Darko (2001),15486,3.0
2041067,305,Ready to Wear (Pret-A-Porter) (1994),37595,2.0
15383662,5015,Monster's Ball (2001),136281,4.5
397716,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),97515,4.0
11931192,2872,Excalibur (1981),16999,4.5
8460131,1653,Gattaca (1997),52868,4.0
12964742,3317,Wonder Boys (2000),133202,4.0
15220479,4963,Ocean's Eleven (2001),110806,3.5
4651583,780,Independence Day (a.k.a. ID4) (1996),18470,3.0
2546865,357,Four Weddings and a Funeral (1994),113773,3.0
18852120,55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",31887,4.5
2055668,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),102037,4.5
6826237,1246,Dead Poets Society (1989),93531,4.0
11318401,2683,Austin Powers: The Spy Who Shagged Me (1999),62680,4.0
10971360,2541,Cruel Intentions (1999),106935,4.0
17625783,8977,Alexander (2004),11719,4.0
17877141,31696,Constantine (2005),74061,4.0
7653532,1377,Batman Returns (1992),105836,5.0
14713556,4370,A.I. Artificial Intelligence (2001),116439,5.0
3965488,590,Dances with Wolves (1990),135329,4.0
7736260,1391,Mars Attacks! (1996),103958,3.5
5409510,1020,Cool Runnings (1993),77445,4.0
6434327,1210,Star Wars: Episode VI - Return of the Jedi (1983),96728,5.0
9186320,1958,Terms of Endearment (1983),88611,3.0
918284,112,Rumble in the Bronx (Hont faan kui) (1995),47121,3.0
953774,140,Up Close and Personal (1996),20824,4.5
17135254,7444,13 Going on 30 (2004),115427,2.0
7095297,1270,Back to the Future (1985),101853,2.0
16766228,6942,Love Actually (2003),84154,4.5
9701860,2081,"Little Mermaid, The (1989)",112781,5.0
12335595,3017,Creepshow 2 (1987),59477,3.5
10102130,2240,My Bodyguard (1980),67532,4.5
18306703,44665,Lucky Number Slevin (2006),42692,3.5
10977129,2542,"Lock, Stock & Two Smoking Barrels (1998)",34409,4.5
15985532,5816,Harry Potter and the Chamber of Secrets (2002),87857,3.0
17235001,7991,Death Race 2000 (1975),117948,4.0
10052544,2193,Willow (1988),98032,3.0
19881167,101112,Oz the Great and Powerful (2013),110148,4.0
17582110,8958,Ray (2004),51830,4.5
19784117,92420,Chronicle (2012),42961,4.5
624901,50,"Usual Suspects, The (1995)",124452,4.5
4839289,832,Ransom (1996),63446,3.0
13032824,3384,"Taking of Pelham One Two Three, The (1974)",58689,3.0
9799218,2109,"Jerk, The (1979)",101326,5.0
6574893,1220,"Blues Brothers, The (1980)",120707,3.5
12253844,2989,For Your Eyes Only (1981),98076,3.0
